0.077267 17.389497
0.154534 18.026585
0.231801 18.688962
0.309068 19.292881
0.386335 19.826292
0.463602 20.304086
0.540868 20.716635
0.618135 21.033108
0.695402 21.228016
0.772669 21.288065
0.849936 21.204506
0.927203 20.977092
1.004470 20.636439
1.081737 20.267814
1.159004 20.007311
1.236271 19.981489
1.313538 20.210977
1.390805 20.578706
1.468071 20.907026
1.545338 21.054681
1.622605 20.968583
1.699872 20.706975
1.777139 20.441700
1.854406 20.379402
1.931673 20.580766
2.008940 20.885922
2.086207 21.071599
2.163474 21.023795
2.240741 20.802398
2.318008 20.617594
2.395274 20.666198
2.472541 20.909807
2.549808 21.118269
2.627075 21.119205
2.704342 20.940510
2.781609 20.788235
2.858876 20.850691
2.936143 21.069146
3.013410 21.216252
3.090677 21.161573
3.167944 20.993114
3.245211 20.930421
3.322477 21.068573
3.399744 21.252104
3.477011 21.285639
3.554278 21.158539
3.631545 21.050735
3.708812 21.120590
3.786079 21.291984
3.863346 21.366360
3.940613 21.277997
4.017880 21.163716
4.095147 21.194618
4.172414 21.343562
4.249680 21.429721
4.326947 21.365197
4.404214 21.257229
4.481481 21.270272
4.558748 21.399418
4.636015 21.482823
4.713282 21.429452
4.790549 21.330374
4.867816 21.337515
4.945083 21.451382
5.022350 21.525194
5.099617 21.474679
5.176883 21.384047
5.254150 21.391287
5.331417 21.493042
5.408684 21.554060
5.485951 21.501679
5.563218 21.418497
5.640485 21.428282
5.717752 21.519415
5.795019 21.566231
5.872286 21.509686
5.949553 21.432946
6.026820 21.445565
6.104086 21.526386
6.181353 21.558624
6.258620 21.497070
6.335887 21.425671
6.413154 21.440099
6.490421 21.510316
6.567688 21.528278
6.644955 21.461593
6.722222 21.394164
6.799489 21.408625
6.876756 21.467782
6.954023 21.472201
7.031289 21.400471
7.108556 21.335284
7.185823 21.347641
7.263090 21.395363
7.340357 21.387190
7.417624 21.310385
7.494891 21.245359
7.572158 21.253369
7.649425 21.289439
7.726692 21.269658
7.803959 21.187470
7.881226 21.120233
7.958492 21.121669
8.035759 21.145990
8.113026 21.115484
8.190293 21.027281
8.267560 20.955243
8.344827 20.947907
8.422094 20.960406
8.499361 20.919866
8.576628 20.824721
8.653895 20.745125
8.731162 20.726780
8.808429 20.727262
8.885695 20.677144
8.962962 20.573903
9.040229 20.483848
9.117496 20.452081
9.194763 20.440070
9.272030 20.380564
9.349297 20.267928
9.426564 20.164371
9.503831 20.116412
9.581098 20.090953
9.658365 20.021944
9.735632 19.898544
9.812898 19.778281
9.890165 19.710797
9.967432 19.670243
10.044699 19.097825
10.121966 17.979814
10.199233 16.704209
10.276500 15.344644
10.353767 13.913696
10.431034 12.328089
10.508301 10.466915
10.585568 8.253653
10.662835 5.684185
10.740101 2.770030
10.817368 -0.494220
10.894635 -3.306814
10.971902 -2.761639
11.049169 -0.010031
11.126436 2.353932
11.203703 4.077701
11.280970 5.426711
11.358237 6.588175
11.435504 7.574529
11.512771 8.313104
11.590038 8.777136
11.667304 9.050693
11.744571 9.307127
11.821838 9.696934
11.899105 10.232550
11.976372 10.823364
12.053639 11.404595
12.130906 11.986277
12.208173 12.596530
12.285440 13.211017
12.362707 13.754845
12.439974 14.164546
12.517241 14.439941
12.594507 14.649961
12.671774 14.889646
12.749041 15.211080
12.826308 15.590264
12.903575 15.964851
12.980842 16.292532
13.058109 16.572100
13.135376 16.824516
13.212643 17.063953
13.289910 17.288202
13.367177 17.493310
13.444444 17.690460
13.521710 17.902271
13.598977 18.139685
13.676244 18.384995
13.753511 18.602763
13.830778 18.769578
13.908045 18.895333
13.985312 19.018024
14.062579 19.173741
14.139846 19.365547
14.217113 19.561478
14.294380 19.723417
14.371647 19.838032
14.448913 19.925177
14.526180 20.020183
14.603447 20.144351
14.680714 20.288606
14.757981 20.424577
14.835248 20.530189
14.912515 20.606075
14.989782 20.671897
15.067049 20.748287
15.144316 20.840107
15.221583 20.935029
15.298850 21.016641
15.376116 21.078417
15.453383 21.126988
15.530650 21.174234
15.607917 21.226545
15.685184 21.280727
15.762451 21.328932
15.839718 21.366526
15.916985 21.395344
15.994252 21.420403
16.071519 21.444319
16.148786 21.465154
16.226053 21.479297
16.303319 21.485823
16.380586 21.487617
16.457853 21.488171
16.535120 21.487482
16.612387 21.481429
16.689654 21.465547
16.766921 21.439601
16.844188 21.408440
16.921455 21.377927
16.998722 21.349382
17.075989 21.317753
17.153256 21.275564
17.230522 21.219365
17.307789 21.153046
17.385056 21.084959
17.462323 21.020871
17.539590 20.958653
17.616857 20.889562
17.694124 20.805255
17.771391 20.704679
17.848658 20.595190
17.925925 20.486744
18.003192 20.383564
18.080459 20.280192
18.157725 20.165519
18.234992 20.031518
18.312259 19.879609
18.389526 19.719689
18.466793 19.562301
18.544060 19.409832
18.621327 19.254017
18.698594 19.082026
18.775861 18.886216
18.853128 18.669934
18.930395 18.444995
19.007662 18.222378
19.084928 18.002999
19.162195 17.776107
19.239462 17.526874
19.316729 17.247142
19.393996 16.941260
19.471263 16.622737
19.548530 16.303606
19.625797 15.984034
19.703064 15.650577
19.780331 15.284809
19.857598 14.875694
19.934865 14.426773
20.012131 14.000957
20.089398 13.838970
20.166665 13.709849
20.243932 13.616923
20.321199 13.545683
20.398466 13.478546
20.475733 13.407103
20.553000 13.333335
20.630267 13.259879
20.707534 13.178343
20.784801 13.067020
20.862068 12.900837
20.939334 12.665362
21.016601 12.364423
21.093868 12.016134
21.171135 11.639049
21.248402 11.236901
21.325669 10.793084
21.402936 10.279160
21.480203 9.670490
21.557470 8.958194
21.634737 8.150928
21.712004 7.265909
21.789271 6.314680
21.866537 5.295485
21.943804 4.205129
22.021071 3.075334
22.098338 2.025017
22.175605 1.286589
22.252872 1.111105
22.330139 1.560841
22.407406 2.463156
22.484673 3.585321
22.561940 4.758508
22.639207 5.885937
22.716474 6.921972
22.793740 7.857865
22.871007 8.710509
22.948274 9.508247
23.025541 10.274521
23.102808 11.016103
23.180075 11.722462
23.257342 12.375508
23.334609 12.962015
23.411876 13.481369
23.489143 13.945912
23.566410 14.375042
23.643677 14.786422
23.720943 15.189001
23.798210 15.581596
23.875477 15.957217
23.952744 16.309507
24.030011 16.637028
24.107278 16.943412
24.184545 17.234200
24.261812 17.512987
24.339079 17.779561
24.416346 18.031078
24.493613 18.265164
24.570880 18.482581
24.648147 18.687615
24.725413 18.885900
24.802680 19.081071
24.879947 19.272484
24.957214 19.455579
25.034481 19.624695
25.111748 19.776578
25.189015 19.912488
25.266282 20.037729
25.343549 20.158864
25.420816 20.280153
25.498083 20.401300
25.575350 20.517830
25.652616 20.623824
25.729883 20.715290
25.807150 20.792311
25.884417 20.858884
