0.000000  17.389497
0.077267  17.967995
0.154534  18.615691
0.231801  19.225172
0.309068  19.779709
0.386335  20.300902
0.463602  20.777947
0.540868  21.173872
0.618135  21.461444
0.695402  21.628393
0.772669  21.663072
0.849936  21.555532
0.927203  21.318279
1.004470  21.006064
1.081737  20.717257
1.159004  20.566818
1.236271  20.627005
1.313538  20.868314
1.390805  21.166997
1.468071  21.380887
1.545338  21.421914
1.622605  21.289785
1.699872  21.076827
1.777139  20.934691
1.854406  20.975725
1.931673  21.169625
2.008940  21.368973
2.086207  21.437617
2.163474  21.346020
2.240741  21.189814
2.318008  21.123939
2.395274  21.220022
2.472541  21.389107
2.549808  21.482500
2.627075  21.435390
2.704342  21.316367
2.781609  21.264406
2.858876  21.346076
2.936143  21.480364
3.013410  21.537550
3.090677  21.477837
3.167944  21.386441
3.245211  21.382875
3.322477  21.481391
3.399744  21.576332
3.477011  21.574032
3.554278  21.495943
3.631545  21.450997
3.708812  21.505481
3.786079  21.600176
3.863346  21.630801
3.940613  21.575323
4.017880  21.516003
4.095147  21.538192
4.172414  21.620390
4.249680  21.665778
4.326947  21.627731
4.404214  21.564663
4.481481  21.566138
4.558748  21.635012
4.636015  21.685072
4.713282  21.657057
4.790549  21.592852
4.867816  21.581333
4.945083  21.639326
5.022350  21.688897
5.099617  21.664741
5.176883  21.598965
5.254150  21.578988
5.331417  21.628751
5.408684  21.675122
5.485951  21.650229
5.563218  21.581594
5.640485  21.555715
5.717752  21.599168
5.795019  21.640672
5.872286  21.611795
5.949553  21.538997
6.026820  21.508440
6.104086  21.546630
6.181353  21.582160
6.258620  21.547039
6.335887  21.468815
6.413154  21.433930
6.490421  21.467282
6.567688  21.495960
6.644955  21.452934
6.722222  21.368169
6.799489  21.328699
6.876756  21.356995
6.954023  21.378091
7.031289  21.326086
7.108556  21.233644
7.185823  21.188640
7.263090  21.211291
7.340357  21.224342
7.417624  21.162517
7.494891  21.061073
7.572158  21.009171
7.649425  21.025256
7.726692  21.029805
7.803959  20.957618
7.881226  20.845774
7.958492  20.784903
8.035759  20.793091
8.113026  20.789037
8.190293  20.706128
8.267560  20.581956
8.344827  20.509536
8.422094  20.508377
8.499361  20.495501
8.576628  20.401493
8.653895  20.263084
8.731162  20.175848
8.808429  20.163032
8.885695  20.141349
8.962962  20.036342
9.040229  19.881021
9.117496  19.774743
9.194763  19.747944
9.272030  19.717150
9.349297  19.600625
9.426564  19.426204
9.503831  19.296304
9.581098  19.250711
9.658365  19.210316
9.735632  19.084229
9.812898  18.884852
9.890165  18.731201
9.967432  17.996806
10.044699  16.615674
10.121966  14.912055
10.199233  12.770137
10.276500  10.181921
10.353767  7.168114
10.431034  3.377754
10.508301  -2.936232
10.585568  -11.400145
10.662835  -0.475390
10.740101  4.212457
10.817368  6.775641
10.894635  8.501287
10.971902  9.957832
11.049169  11.295396
11.126436  12.418847
11.203703  13.230601
11.280970  13.750080
11.358237  14.102863
11.435504  14.430436
11.512771  14.776020
11.590038  15.067181
11.667304  15.222916
11.744571  15.262608
11.821838  15.323074
11.899105  15.553402
11.976372  15.963467
12.053639  16.424133
12.130906  16.814346
12.208173  17.114373
12.285440  17.381349
12.362707  17.663773
12.439974  17.942114
12.517241  18.156547
12.594507  18.283030
12.671774  18.375715
12.749041  18.532847
12.826308  18.803279
12.903575  19.131119
12.980842  19.410534
13.058109  19.579341
13.135376  19.660755
13.212643  19.737735
13.289910  19.880929
13.367177  20.087950
13.444444  20.297918
13.521710  20.458541
13.598977  20.569681
13.676244  20.671728
13.753511  20.798978
13.830778  20.945017
13.908045  21.075398
13.985312  21.169322
14.062579  21.243592
14.139846  21.335753
14.217113  21.462974
14.294380  21.600378
14.371647  21.704284
14.448913  21.755125
14.526180  21.778324
14.603447  21.824330
14.680714  21.921558
14.757981  22.046793
14.835248  22.146378
14.912515  22.185191
14.989782  22.177051
15.067049  22.174037
15.144316  22.221296
15.221583  22.314577
15.298850  22.404529
15.376116  22.442640
15.453383  22.422279
15.530650  22.383284
15.607917  22.378207
15.685184  22.425156
15.762451  22.491501
15.839718  22.525437
15.916985  22.501361
15.994252  22.439674
16.071519  22.389012
16.148786  22.383936
16.226053  22.413730
16.303319  22.433622
16.380586  22.405547
16.457853  22.329289
16.535120  22.241399
16.612387  22.184026
16.689654  22.167546
16.766921  22.161744
16.844188  22.124116
16.921455  22.036189
16.998722  21.917635
17.075989  21.809578
17.153256  21.739165
17.230522  21.695256
17.307789  21.639074
17.385056  21.538291
17.462323  21.393216
17.539590  21.236106
17.616857  21.104425
17.694124  21.008047
17.771391  20.920246
17.848658  20.801264
17.925925  20.631434
